nm; %R
966,000000; 19,395033
965,000000; 19,414722
964,000000; 19,430587
963,000000; 19,388273
962,000000; 19,432772
961,000000; 19,455473
960,000000; 19,455823
959,000000; 19,461356
958,000000; 19,427251
957,000000; 19,466365
956,000000; 19,524767
955,000000; 19,536669
954,000000; 19,513261
953,000000; 19,521194
952,000000; 19,530470
951,000000; 19,512228
950,000000; 19,528442
949,000000; 19,520397
948,000000; 19,561311
947,000000; 19,586505
946,000000; 19,591000
945,000000; 19,638868
944,000000; 19,597602
943,000000; 19,567150
942,000000; 19,562487
941,000000; 19,624678
940,000000; 19,590095
939,000000; 19,638099
938,000000; 19,612643
937,000000; 19,641052
936,000000; 19,647380
935,000000; 19,664061
934,000000; 19,697695
933,000000; 19,694056
932,000000; 19,686269
931,000000; 19,691998
930,000000; 19,666634
929,000000; 19,629807
928,000000; 19,743541
927,000000; 19,737123
926,000000; 19,682308
925,000000; 19,755996
924,000000; 19,801895
923,000000; 19,754089
922,000000; 19,743289
921,000000; 19,741822
920,000000; 19,701263
919,000000; 19,757968
918,000000; 19,820576
917,000000; 19,837651
916,000000; 19,821602
915,000000; 19,789588
914,000000; 19,795127
913,000000; 19,832681
912,000000; 19,863614
911,000000; 19,787910
910,000000; 19,804833
909,000000; 19,881515
908,000000; 19,825020
907,000000; 19,831975
906,000000; 19,795083
905,000000; 19,850186
904,000000; 19,948903
903,000000; 19,812418
902,000000; 19,833238
901,000000; 19,969412
900,000000; 19,833325
899,000000; 19,769105
898,000000; 19,867041
897,000000; 19,957946
896,000000; 19,974514
895,000000; 19,945986
894,000000; 19,884197
893,000000; 19,872199
892,000000; 19,934890
891,000000; 20,035026
890,000000; 20,065830
889,000000; 19,921482
888,000000; 19,944458
887,000000; 19,926022
886,000000; 19,807543
885,000000; 19,940965
884,000000; 20,027010
883,000000; 19,898551
882,000000; 19,815321
881,000000; 19,906807
880,000000; 19,949041
879,000000; 19,980378
878,000000; 19,975309
877,000000; 19,957779
876,000000; 19,973239
875,000000; 20,083778
874,000000; 20,144867
873,000000; 20,037101
872,000000; 20,094277
871,000000; 20,035180
870,000000; 19,799954
869,000000; 19,775585
868,000000; 19,869657
867,000000; 20,191987
866,000000; 20,168695
865,000000; 19,938034
864,000000; 20,191668
863,000000; 20,253704
862,000000; 20,266931
861,000000; 20,109287
860,000000; 19,344156
859,000000; 19,060334
858,000000; 19,355954
857,000000; 19,436591
856,000000; 19,364635
855,000000; 19,649590
854,000000; 19,719951
853,000000; 19,441625
